names,npeak,ncell,nreads
001_CLA_EPd_CTX_Car3_Glut-H3K4me1-FemaleA,35917,79,248229
001_CLA_EPd_CTX_Car3_Glut-H3K4me1-FemaleB,24531,26,132067
002_IT_EP_CLA_Glut-H3K4me1-FemaleA,70319,286,919651
002_IT_EP_CLA_Glut-H3K4me1-FemaleB,55276,91,411243
003_L5_6_IT_TPE_ENT_Glut-H3K4me1-FemaleA,161525,1382,4168846
003_L5_6_IT_TPE_ENT_Glut-H3K4me1-FemaleB,136572,493,2010998
004_L6_IT_CTX_Glut-H3K4me1-FemaleA,128783,744,2957479
004_L6_IT_CTX_Glut-H3K4me1-FemaleB,143956,465,2131060
005_L5_IT_CTX_Glut-H3K4me1-FemaleA,72418,218,1178887
005_L5_IT_CTX_Glut-H3K4me1-FemaleB,74159,186,899887
006_L4_5_IT_CTX_Glut-H3K4me1-FemaleA,161080,677,4274193
006_L4_5_IT_CTX_Glut-H3K4me1-FemaleB,137904,554,3521585
007_L2_3_IT_CTX_Glut-H3K4me1-FemaleA,183933,895,5646215
007_L2_3_IT_CTX_Glut-H3K4me1-FemaleB,140273,582,3469274
008_L2_3_IT_ENT_Glut-H3K4me1-FemaleA,279358,5628,17943366
008_L2_3_IT_ENT_Glut-H3K4me1-FemaleB,249782,1971,9946464
009_L2_3_IT_PIR_ENTl_Glut-H3K4me1-FemaleA,168165,1376,4379857
009_L2_3_IT_PIR_ENTl_Glut-H3K4me1-FemaleB,155853,624,3195714
010_IT_AON_TT_DP_Glut-H3K4me1-FemaleA,129085,401,2293967
010_IT_AON_TT_DP_Glut-H3K4me1-FemaleB,161031,538,2697762
011_L2_IT_ENT_po_Glut-H3K4me1-FemaleA,121544,1101,3390228
011_L2_IT_ENT_po_Glut-H3K4me1-FemaleB,147722,436,2291718
012_MEA_Slc17a7_Glut-H3K4me1-FemaleA,132334,540,2271954
012_MEA_Slc17a7_Glut-H3K4me1-FemaleB,114763,280,1432950
013_COAp_Grxcr2_Glut-H3K4me1-FemaleA,19150,24,113070
013_COAp_Grxcr2_Glut-H3K4me1-FemaleB,16922,18,90388
014_LA_BLA_BMA_PA_Glut-H3K4me1-FemaleA,232109,1945,12404922
014_LA_BLA_BMA_PA_Glut-H3K4me1-FemaleB,215858,921,7002492
015_ENTmv_PA_COAp_Glut-H3K4me1-FemaleA,65209,331,951242
015_ENTmv_PA_COAp_Glut-H3K4me1-FemaleB,91276,190,838368
016_CA1_ProS_Glut-H3K4me1-FemaleA,290486,10864,42692870
016_CA1_ProS_Glut-H3K4me1-FemaleB,279410,7036,35755062
017_CA3_Glut-H3K4me1-FemaleA,273568,5095,23267748
017_CA3_Glut-H3K4me1-FemaleB,257149,3898,19096818
019_L2_3_IT_PPP_Glut-H3K4me1-FemaleA,197434,2785,8777667
019_L2_3_IT_PPP_Glut-H3K4me1-FemaleB,203802,1268,5290338
020_L2_3_IT_RSP_Glut-H3K4me1-FemaleA,32049,97,424254
020_L2_3_IT_RSP_Glut-H3K4me1-FemaleB,35269,46,204731
021_L4_RSP_ACA_Glut-H3K4me1-FemaleA,1121,2,1244
021_L4_RSP_ACA_Glut-H3K4me1-FemaleB,0,0,0
022_L5_ET_CTX_Glut-H3K4me1-FemaleA,108426,368,2419814
022_L5_ET_CTX_Glut-H3K4me1-FemaleB,146456,305,2274963
023_SUB_ProS_Glut-H3K4me1-FemaleA,135535,896,3008352
023_SUB_ProS_Glut-H3K4me1-FemaleB,136222,392,2062978
025_CA2_FC_IG_Glut-H3K4me1-FemaleA,161628,771,3971068
025_CA2_FC_IG_Glut-H3K4me1-FemaleB,164852,791,3797440
026_NLOT_Rho_Glut-H3K4me1-FemaleA,110726,240,1571855
026_NLOT_Rho_Glut-H3K4me1-FemaleB,74839,126,922803
027_L6b_EPd_Glut-H3K4me1-FemaleA,26262,30,170900
027_L6b_EPd_Glut-H3K4me1-FemaleB,13594,15,76302
028_L6b_CT_ENT_Glut-H3K4me1-FemaleA,242022,3430,11048300
028_L6b_CT_ENT_Glut-H3K4me1-FemaleB,201573,1208,5306417
029_L6b_CTX_Glut-H3K4me1-FemaleA,22538,49,178225
029_L6b_CTX_Glut-H3K4me1-FemaleB,30133,36,175476
030_L6_CT_CTX_Glut-H3K4me1-FemaleA,110938,635,3306331
030_L6_CT_CTX_Glut-H3K4me1-FemaleB,139207,406,2036019
031_CT_SUB_Glut-H3K4me1-FemaleA,91194,419,1243367
031_CT_SUB_Glut-H3K4me1-FemaleB,99902,218,876970
032_L5_NP_CTX_Glut-H3K4me1-FemaleA,45892,132,759533
032_L5_NP_CTX_Glut-H3K4me1-FemaleB,41702,54,259066
033_NP_SUB_Glut-H3K4me1-FemaleA,74123,421,1090791
033_NP_SUB_Glut-H3K4me1-FemaleB,96744,237,1152580
034_NP_PPP_Glut-H3K4me1-FemaleA,48700,154,480319
034_NP_PPP_Glut-H3K4me1-FemaleB,30592,39,172672
036_HPF_CR_Glut-H3K4me1-FemaleA,44151,139,359604
036_HPF_CR_Glut-H3K4me1-FemaleB,57747,129,549674
037_DG_Glut-H3K4me1-FemaleA,276469,15798,78400970
037_DG_Glut-H3K4me1-FemaleB,272329,14945,84220813
038_DG_PIR_Ex_IMN-H3K4me1-FemaleA,181742,1670,6076071
038_DG_PIR_Ex_IMN-H3K4me1-FemaleB,176987,982,4681494
039_OB_Meis2_Thsd7b_Gaba-H3K4me1-FemaleA,54563,488,1070394
039_OB_Meis2_Thsd7b_Gaba-H3K4me1-FemaleB,64717,125,475353
041_OB_in_Frmd7_Gaba-H3K4me1-FemaleA,21379,48,136994
041_OB_in_Frmd7_Gaba-H3K4me1-FemaleB,24574,29,133530
042_OB_out_Frmd7_Gaba-H3K4me1-FemaleA,26924,7,43278
042_OB_out_Frmd7_Gaba-H3K4me1-FemaleB,7154,4,8644
044_OB_Dopa_Gaba-H3K4me1-FemaleA,12972,10,14357
044_OB_Dopa_Gaba-H3K4me1-FemaleB,0,0,0
045_OB_STR_CTX_Inh_IMN-H3K4me1-FemaleA,227112,1946,11761085
045_OB_STR_CTX_Inh_IMN-H3K4me1-FemaleB,191904,665,5212682
046_Vip_Gaba-H3K4me1-FemaleA,150517,960,3758343
046_Vip_Gaba-H3K4me1-FemaleB,152302,545,2905583
047_Sncg_Gaba-H3K4me1-FemaleA,126269,637,2811666
047_Sncg_Gaba-H3K4me1-FemaleB,130156,356,1985477
048_RHP_COA_Ndnf_Gaba-H3K4me1-FemaleA,106351,500,1845842
048_RHP_COA_Ndnf_Gaba-H3K4me1-FemaleB,130011,363,1917586
049_Lamp5_Gaba-H3K4me1-FemaleA,126383,694,2809629
049_Lamp5_Gaba-H3K4me1-FemaleB,120316,316,1669062
050_Lamp5_Lhx6_Gaba-H3K4me1-FemaleA,134154,709,2968267
050_Lamp5_Lhx6_Gaba-H3K4me1-FemaleB,129036,577,3367366
051_Pvalb_chandelier_Gaba-H3K4me1-FemaleA,75092,272,1117862
051_Pvalb_chandelier_Gaba-H3K4me1-FemaleB,86348,209,1099212
052_Pvalb_Gaba-H3K4me1-FemaleA,187924,1754,5758125
052_Pvalb_Gaba-H3K4me1-FemaleB,149139,540,2448029
053_Sst_Gaba-H3K4me1-FemaleA,185102,2255,8521683
053_Sst_Gaba-H3K4me1-FemaleB,218464,1284,6548073
054_STR_Prox1_Lhx6_Gaba-H3K4me1-FemaleA,128638,618,2574642
054_STR_Prox1_Lhx6_Gaba-H3K4me1-FemaleB,151512,521,2809034
055_STR_Lhx8_Gaba-H3K4me1-FemaleA,79209,298,1117473
055_STR_Lhx8_Gaba-H3K4me1-FemaleB,83227,209,998760
056_Sst_Chodl_Gaba-H3K4me1-FemaleA,92195,379,1430465
056_Sst_Chodl_Gaba-H3K4me1-FemaleB,125517,338,1703644
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K4me1-FemaleA,102325,368,1602042
057_NDB_SI_MA_STRv_Lhx8_Gaba-H3K4me1-FemaleB,102887,215,1279551
058_PAL_STR_Gaba_Chol-H3K4me1-FemaleA,96867,290,1428800
058_PAL_STR_Gaba_Chol-H3K4me1-FemaleB,118399,236,1597252
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K4me1-FemaleA,7671,19,56032
059_GPe_SI_Sox6_Cyp26b1_Gaba-H3K4me1-FemaleB,16375,6,23714
060_OT_D3_Folh1_Gaba-H3K4me1-FemaleA,79854,226,1004489
060_OT_D3_Folh1_Gaba-H3K4me1-FemaleB,68669,154,644979
061_STR_D1_Gaba-H3K4me1-FemaleA,273229,16495,71433110
061_STR_D1_Gaba-H3K4me1-FemaleB,299869,12366,62997069
062_STR_D2_Gaba-H3K4me1-FemaleA,252837,12737,46295416
062_STR_D2_Gaba-H3K4me1-FemaleB,282479,10106,45675034
063_STR_D1_Sema5a_Gaba-H3K4me1-FemaleA,250054,2463,16750429
063_STR_D1_Sema5a_Gaba-H3K4me1-FemaleB,243008,1910,12281657
064_STR_PAL_Chst9_Gaba-H3K4me1-FemaleA,184778,1910,7168893
064_STR_PAL_Chst9_Gaba-H3K4me1-FemaleB,201332,1179,5663635
065_IA_Mgp_Gaba-H3K4me1-FemaleA,25139,43,169156
065_IA_Mgp_Gaba-H3K4me1-FemaleB,19538,19,111814
066_NDB_SI_ant_Prdm12_Gaba-H3K4me1-FemaleA,60127,79,471265
066_NDB_SI_ant_Prdm12_Gaba-H3K4me1-FemaleB,50961,71,366882
070_LSX_Prdm12_Slit2_Gaba-H3K4me1-FemaleA,0,0,0
070_LSX_Prdm12_Slit2_Gaba-H3K4me1-FemaleB,9084,3,12002
073_MEA_BST_Sox6_Gaba-H3K4me1-FemaleA,129276,564,2474214
073_MEA_BST_Sox6_Gaba-H3K4me1-FemaleB,126726,290,1696941
074_MEA_BST_Lhx6_Sp9_Gaba-H3K4me1-FemaleA,105298,355,1485427
074_MEA_BST_Lhx6_Sp9_Gaba-H3K4me1-FemaleB,78133,199,971118
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K4me1-FemaleA,75122,251,996267
075_MEA_BST_Lhx6_Nr2e1_Gaba-H3K4me1-FemaleB,61480,116,580025
076_MEA_BST_Lhx6_Nfib_Gaba-H3K4me1-FemaleA,52748,282,786426
076_MEA_BST_Lhx6_Nfib_Gaba-H3K4me1-FemaleB,74196,134,682628
077_CEA_BST_Gal_Avp_Gaba-H3K4me1-FemaleA,31377,50,196718
077_CEA_BST_Gal_Avp_Gaba-H3K4me1-FemaleB,17798,24,103813
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K4me1-FemaleA,39433,38,266496
078_SI_MA_ACB_Ebf1_Bnc2_Gaba-H3K4me1-FemaleB,44336,43,265580
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K4me1-FemaleA,131526,590,2247787
079_CEA_BST_Six3_Cyp26b1_Gaba-H3K4me1-FemaleB,123617,315,1624630
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K4me1-FemaleA,175106,923,4939558
080_CEA_AAA_BST_Six3_Sp9_Gaba-H3K4me1-FemaleB,154717,474,2882075
081_ACB_BST_FS_D1_Gaba-H3K4me1-FemaleA,87768,208,1276604
081_ACB_BST_FS_D1_Gaba-H3K4me1-FemaleB,107213,191,1313968
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K4me1-FemaleA,127244,509,1957255
082_CEA_BST_Ebf1_Pdyn_Gaba-H3K4me1-FemaleB,101254,247,1245439
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K4me1-FemaleA,16155,36,106649
083_CEA_BST_Rai14_Pdyn_Crh_Gaba-H3K4me1-FemaleB,11526,16,75347
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K4me1-FemaleA,9973,29,71303
084_BST_SI_AAA_Six3_Slc22a3_Gaba-H3K4me1-FemaleB,7855,12,50965
085_SI_MPO_LPO_Lhx8_Gaba-H3K4me1-FemaleA,48696,306,849715
085_SI_MPO_LPO_Lhx8_Gaba-H3K4me1-FemaleB,76360,145,754339
086_MPO_ADP_Lhx8_Gaba-H3K4me1-FemaleA,177401,1742,8133917
086_MPO_ADP_Lhx8_Gaba-H3K4me1-FemaleB,149990,460,2761475
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K4me1-FemaleA,27173,186,437149
087_MPN_MPO_LPO_Lhx6_Zfhx3_Gaba-H3K4me1-FemaleB,57599,88,453036
088_BST_Tac2_Gaba-H3K4me1-FemaleA,9160,37,72887
088_BST_Tac2_Gaba-H3K4me1-FemaleB,17063,18,87679
089_PVR_Six3_Sox3_Gaba-H3K4me1-FemaleA,85295,575,1882214
089_PVR_Six3_Sox3_Gaba-H3K4me1-FemaleB,78035,174,914701
090_BST_MPN_Six3_Nrgn_Gaba-H3K4me1-FemaleA,53633,535,1122989
090_BST_MPN_Six3_Nrgn_Gaba-H3K4me1-FemaleB,93745,218,1154521
091_ARH_PVi_Six6_Dopa_Gaba-H3K4me1-FemaleA,14722,9,18044
091_ARH_PVi_Six6_Dopa_Gaba-H3K4me1-FemaleB,7699,10,46392
092_TMv_PMv_Tbx3_Hist_Gaba-H3K4me1-FemaleA,10370,36,76007
092_TMv_PMv_Tbx3_Hist_Gaba-H3K4me1-FemaleB,16795,15,87929
093_RT_ZI_Gnb3_Gaba-H3K4me1-FemaleA,34899,166,461615
093_RT_ZI_Gnb3_Gaba-H3K4me1-FemaleB,65719,123,609700
094_SCH_Six6_Cdc14a_Gaba-H3K4me1-FemaleA,58073,566,1064232
094_SCH_Six6_Cdc14a_Gaba-H3K4me1-FemaleB,95474,229,1158297
096_PVHd_Gsc_Gaba-H3K4me1-FemaleA,22066,82,175158
096_PVHd_Gsc_Gaba-H3K4me1-FemaleB,24391,27,143792
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K4me1-FemaleA,53127,532,1100134
097_PVHd_SBPV_Six3_Prox1_Gaba-H3K4me1-FemaleB,74015,197,927520
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K4me1-FemaleA,85583,875,1868468
098_AHN_SBPV_PVHd_Pdrm12_Gaba-H3K4me1-FemaleB,139213,389,2122941
099_SBPV_PVa_Six6_Satb2_Gaba-H3K4me1-FemaleA,50786,581,1066962
099_SBPV_PVa_Six6_Satb2_Gaba-H3K4me1-FemaleB,103007,273,1324692
100_AHN_Onecut3_Gaba-H3K4me1-FemaleA,41285,274,582619
100_AHN_Onecut3_Gaba-H3K4me1-FemaleB,69226,122,695609
101_ZI_Pax6_Gaba-H3K4me1-FemaleA,82640,893,1934848
101_ZI_Pax6_Gaba-H3K4me1-FemaleB,137565,432,2241210
102_DMH_LHA_Gsx1_Gaba-H3K4me1-FemaleA,29559,372,678414
102_DMH_LHA_Gsx1_Gaba-H3K4me1-FemaleB,79671,177,949332
103_PVHd_DMH_Lhx6_Gaba-H3K4me1-FemaleA,25594,194,420675
103_PVHd_DMH_Lhx6_Gaba-H3K4me1-FemaleB,61690,98,465842
104_TU_ARH_Otp_Six6_Gaba-H3K4me1-FemaleA,72490,716,1476496
104_TU_ARH_Otp_Six6_Gaba-H3K4me1-FemaleB,123898,371,1784188
105_TMd_DMH_Foxd2_Gaba-H3K4me1-FemaleA,4942,4,5677
105_TMd_DMH_Foxd2_Gaba-H3K4me1-FemaleB,10908,4,15902
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K4me1-FemaleA,80414,1344,2961247
106_PVpo_VMPO_MPN_Hmx2_Gaba-H3K4me1-FemaleB,144488,602,3136444
107_DMH_Hmx2_Gaba-H3K4me1-FemaleA,80813,1006,2947550
107_DMH_Hmx2_Gaba-H3K4me1-FemaleB,137587,394,2246389
108_ARH_PVp_Tbx3_Gaba-H3K4me1-FemaleA,258874,3116,16001035
108_ARH_PVp_Tbx3_Gaba-H3K4me1-FemaleB,169027,548,4386796
109_LGv_ZI_Otx2_Gaba-H3K4me1-FemaleA,23392,16,28682
109_LGv_ZI_Otx2_Gaba-H3K4me1-FemaleB,29535,8,41872
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K4me1-FemaleA,20458,79,171603
112_GPi_Tbr1_Cngb3_Gaba_Glut-H3K4me1-FemaleB,38588,40,235134
113_MEA_COA_BMA_Ccdc42_Glut-H3K4me1-FemaleA,177001,1089,4725239
113_MEA_COA_BMA_Ccdc42_Glut-H3K4me1-FemaleB,138373,621,3524675
114_COAa_PAA_MEA_Barhl2_Glut-H3K4me1-FemaleA,131370,546,2386084
114_COAa_PAA_MEA_Barhl2_Glut-H3K4me1-FemaleB,129230,332,1803689
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K4me1-FemaleA,54436,406,1137326
116_AVPV_MEPO_SFO_Tbr1_Glut-H3K4me1-FemaleB,74352,166,904616
1160_Astro_NT_NN_2-H3K4me1-FemaleA,183536,7859,14718598
1160_Astro_NT_NN_2-H3K4me1-FemaleB,207816,4134,13482749
1161_Astro_TE_NN_1-H3K4me1-FemaleA,163017,1960,5174507
1161_Astro_TE_NN_1-H3K4me1-FemaleB,180042,1440,5360278
1162_Astro_TE_NN_2-H3K4me1-FemaleA,88599,361,887278
1162_Astro_TE_NN_2-H3K4me1-FemaleB,81750,199,758162
1163_Astro_TE_NN_3-H3K4me1-FemaleA,202267,16212,36567185
1163_Astro_TE_NN_3-H3K4me1-FemaleB,242255,10134,32800814
1165_Astro_TE_NN_5-H3K4me1-FemaleA,111141,684,1757940
1165_Astro_TE_NN_5-H3K4me1-FemaleB,108510,344,1334679
117_LHA_Barhl2_Glut-H3K4me1-FemaleA,36580,328,798943
117_LHA_Barhl2_Glut-H3K4me1-FemaleB,74513,139,749983
1173_Tanycyte_NN_2-H3K4me1-FemaleA,42956,349,504364
1173_Tanycyte_NN_2-H3K4me1-FemaleB,57429,145,556306
1175_Ependymal_NN_1-H3K4me1-FemaleA,161644,3097,6232696
1175_Ependymal_NN_1-H3K4me1-FemaleB,193442,2149,9108826
1178_CHOR_NN_1-H3K4me1-FemaleA,180279,2029,8502455
1178_CHOR_NN_1-H3K4me1-FemaleB,196942,1845,8931861
1179_OPC_NN_1-H3K4me1-FemaleA,214964,7423,21766510
1179_OPC_NN_1-H3K4me1-FemaleB,231176,3564,15996316
118_ADP_MPO_Trp73_Glut-H3K4me1-FemaleA,34671,114,306092
118_ADP_MPO_Trp73_Glut-H3K4me1-FemaleB,57580,75,440219
1180_OPC_NN_2-H3K4me1-FemaleA,17095,32,110334
1180_OPC_NN_2-H3K4me1-FemaleB,10168,11,54101
1181_COP_NN_1-H3K4me1-FemaleA,126144,753,2490322
1181_COP_NN_1-H3K4me1-FemaleB,143272,497,2312283
1182_NFOL_NN_2-H3K4me1-FemaleA,90270,370,1312325
1182_NFOL_NN_2-H3K4me1-FemaleB,88030,215,1055510
1183_MFOL_NN_3-H3K4me1-FemaleA,139902,1409,3984407
1183_MFOL_NN_3-H3K4me1-FemaleB,160334,1138,4105390
1184_MOL_NN_4-H3K4me1-FemaleA,201636,12711,36070406
1184_MOL_NN_4-H3K4me1-FemaleB,227021,7833,27350232
1186_ABC_NN_1-H3K4me1-FemaleA,95464,574,1240693
1186_ABC_NN_1-H3K4me1-FemaleB,103572,509,1315750
1187_VLMC_NN_1-H3K4me1-FemaleA,119969,1073,2420995
1187_VLMC_NN_1-H3K4me1-FemaleB,149124,1060,3165743
1188_VLMC_NN_2-H3K4me1-FemaleA,46474,205,390629
1188_VLMC_NN_2-H3K4me1-FemaleB,55780,164,414594
1189_VLMC_NN_3-H3K4me1-FemaleA,33912,99,228174
1189_VLMC_NN_3-H3K4me1-FemaleB,22579,48,135015
119_SI_MA_LPO_LHA_Skor1_Glut-H3K4me1-FemaleA,84129,375,1268958
119_SI_MA_LPO_LHA_Skor1_Glut-H3K4me1-FemaleB,79156,176,982788
1191_Peri_NN_1-H3K4me1-FemaleA,42262,169,320422
1191_Peri_NN_1-H3K4me1-FemaleB,39433,93,240217
1192_SMC_NN_1-H3K4me1-FemaleA,15699,26,90080
1192_SMC_NN_1-H3K4me1-FemaleB,9437,28,51093
1193_Endo_NN_1-H3K4me1-FemaleA,125889,1654,5737468
1193_Endo_NN_1-H3K4me1-FemaleB,135519,753,2925770
1194_Microglia_NN_1-H3K4me1-FemaleA,129377,1883,4186495
1194_Microglia_NN_1-H3K4me1-FemaleB,114114,534,1522891
1195_BAM_NN_1-H3K4me1-FemaleA,38152,141,282025
1195_BAM_NN_1-H3K4me1-FemaleB,24673,77,151165
120_MEA_Otp_Foxp2_Glut-H3K4me1-FemaleA,215478,1160,9965123
120_MEA_Otp_Foxp2_Glut-H3K4me1-FemaleB,168103,396,4150706
121_MEA_BST_Otp_Zic2_Glut-H3K4me1-FemaleA,35857,64,247898
121_MEA_BST_Otp_Zic2_Glut-H3K4me1-FemaleB,21188,26,129977
122_LHA_MEA_Otp_Glut-H3K4me1-FemaleA,45362,98,359377
122_LHA_MEA_Otp_Glut-H3K4me1-FemaleB,24510,29,144049
123_DMH_Nkx2_4_Glut-H3K4me1-FemaleA,30500,169,266677
123_DMH_Nkx2_4_Glut-H3K4me1-FemaleB,38520,55,252445
124_MPN_MPO_PVpo_Hmx2_Glut-H3K4me1-FemaleA,25588,87,193803
124_MPN_MPO_PVpo_Hmx2_Glut-H3K4me1-FemaleB,32364,42,185116
125_DMH_Hmx2_Glut-H3K4me1-FemaleA,35740,170,331392
125_DMH_Hmx2_Glut-H3K4me1-FemaleB,56711,80,430754
126_ARH_PVp_Tbx3_Glut-H3K4me1-FemaleA,74419,773,1583535
126_ARH_PVp_Tbx3_Glut-H3K4me1-FemaleB,125482,396,1898680
127_DMH_LHA_Vgll2_Glut-H3K4me1-FemaleA,45678,395,948120
127_DMH_LHA_Vgll2_Glut-H3K4me1-FemaleB,85270,157,839147
128_VMH_Fezf1_Glut-H3K4me1-FemaleA,41401,227,584383
128_VMH_Fezf1_Glut-H3K4me1-FemaleB,64490,111,657021
129_VMH_Nr5a1_Glut-H3K4me1-FemaleA,107263,1330,2830533
129_VMH_Nr5a1_Glut-H3K4me1-FemaleB,129573,650,3375492
130_LHA_Pmch_Glut-H3K4me1-FemaleA,24953,134,403594
130_LHA_Pmch_Glut-H3K4me1-FemaleB,47155,45,338410
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K4me1-FemaleA,49271,470,1033454
131_LHA_AHN_PVH_Otp_Trh_Glut-H3K4me1-FemaleB,78765,185,967441
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K4me1-FemaleA,69196,605,1445889
132_AHN_RCH_LHA_Otp_Fezf1_Glut-H3K4me1-FemaleB,122809,303,1733491
133_PVH_SO_PVa_Otp_Glut-H3K4me1-FemaleA,71147,596,1402334
133_PVH_SO_PVa_Otp_Glut-H3K4me1-FemaleB,105846,293,1398890
134_PH_ant_LHA_Otp_Bsx_Glut-H3K4me1-FemaleA,34400,320,730869
134_PH_ant_LHA_Otp_Bsx_Glut-H3K4me1-FemaleB,89166,160,862023
135_STN_PSTN_Pitx2_Glut-H3K4me1-FemaleA,173287,1458,4875289
135_STN_PSTN_Pitx2_Glut-H3K4me1-FemaleB,199057,1258,5357284
136_PMv_TMv_Pitx2_Glut-H3K4me1-FemaleA,18386,61,149582
136_PMv_TMv_Pitx2_Glut-H3K4me1-FemaleB,40865,34,229534
137_PH_an_Pitx2_Glut-H3K4me1-FemaleA,5931,26,48534
137_PH_an_Pitx2_Glut-H3K4me1-FemaleB,19549,7,28706
138_PH_Pitx2_Glut-H3K4me1-FemaleA,14963,7,18928
138_PH_Pitx2_Glut-H3K4me1-FemaleB,7448,7,41997
139_PH_LHA_Foxb1_Glut-H3K4me1-FemaleA,129857,651,2281437
139_PH_LHA_Foxb1_Glut-H3K4me1-FemaleB,157537,802,3701039
140_PMd_LHA_Foxb1_Glut-H3K4me1-FemaleA,13548,8,16997
140_PMd_LHA_Foxb1_Glut-H3K4me1-FemaleB,4261,2,5995
141_PH_SUM_Foxa1_Glut-H3K4me1-FemaleA,12936,47,99804
141_PH_SUM_Foxa1_Glut-H3K4me1-FemaleB,27848,28,152806
142_HY_Gnrh1_Glut-H3K4me1-FemaleA,226952,5805,11712161
142_HY_Gnrh1_Glut-H3K4me1-FemaleB,240084,2908,14186959
143_MM_ant_Foxb1_Glut-H3K4me1-FemaleA,2340,2,2663
143_MM_ant_Foxb1_Glut-H3K4me1-FemaleB,11457,3,17488
149_PVT_PT_Ntrk1_Glut-H3K4me1-FemaleA,13381,49,105026
149_PVT_PT_Ntrk1_Glut-H3K4me1-FemaleB,33385,33,210133
151_TH_Prkcd_Grin2c_Glut-H3K4me1-FemaleA,35782,103,329671
151_TH_Prkcd_Grin2c_Glut-H3K4me1-FemaleB,45678,47,290468
152_RE_Xi_Nox4_Glut-H3K4me1-FemaleA,93124,524,1969888
152_RE_Xi_Nox4_Glut-H3K4me1-FemaleB,116904,255,1547353
156_MB_ant_ve_Dmrta2_Glut-H3K4me1-FemaleA,169168,1220,4413061
156_MB_ant_ve_Dmrta2_Glut-H3K4me1-FemaleB,150502,579,2339755
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K4me1-FemaleA,97749,346,1319548
159_IF_RL_CLI_PAG_Foxa1_Glut-H3K4me1-FemaleB,160543,590,2561903
166_MRN_Pou3f1_C1ql4_Glut-H3K4me1-FemaleA,16365,26,95094
166_MRN_Pou3f1_C1ql4_Glut-H3K4me1-FemaleB,49216,86,336615
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K4me1-FemaleA,14546,33,92905
168_SPA_SPFm_SPFp_POL_PIL_PoT_Sp9_Glut-H3K4me1-FemaleB,14452,22,90092
180_SCiw_Pitx2_Glut-H3K4me1-FemaleA,102378,411,1451959
180_SCiw_Pitx2_Glut-H3K4me1-FemaleB,154291,602,2571852
191_PAG_MRN_Rln3_Gaba-H3K4me1-FemaleA,9683,3,14274
191_PAG_MRN_Rln3_Gaba-H3K4me1-FemaleB,26720,8,38794
195_SNr_VTA_Pax5_Npas1_Gaba-H3K4me1-FemaleA,142908,783,2915898
195_SNr_VTA_Pax5_Npas1_Gaba-H3K4me1-FemaleB,163672,665,2958506
196_PAG_PPN_Pax5_Sox21_Gaba-H3K4me1-FemaleA,35114,58,237720
196_PAG_PPN_Pax5_Sox21_Gaba-H3K4me1-FemaleB,61094,82,446807
197_SNr_Six3_Gaba-H3K4me1-FemaleA,128710,560,2079141
197_SNr_Six3_Gaba-H3K4me1-FemaleB,151351,532,2409286
199_PAG_MRN_RN_Foxa2_Gaba-H3K4me1-FemaleA,103729,471,1537952
199_PAG_MRN_RN_Foxa2_Gaba-H3K4me1-FemaleB,97635,209,863334
200_PAG_ND_PCG_Onecut1_Gaba-H3K4me1-FemaleA,74436,321,1043825
200_PAG_ND_PCG_Onecut1_Gaba-H3K4me1-FemaleB,70280,164,657845
202_PRT_Tcf7l2_Gaba-H3K4me1-FemaleA,130272,799,2722792
202_PRT_Tcf7l2_Gaba-H3K4me1-FemaleB,92266,292,1188635
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K4me1-FemaleA,28446,71,198874
203_LGv_SPFp_SPFm_Nkx2_2_Tcf7l2_Gaba-H3K4me1-FemaleB,50426,72,325631
213_SCsg_Gabrr2_Gaba-H3K4me1-FemaleA,18500,16,100401
213_SCsg_Gabrr2_Gaba-H3K4me1-FemaleB,16769,19,92978
214_IPN_Otp_Crisp1_Gaba-H3K4me1-FemaleA,124151,457,1934098
214_IPN_Otp_Crisp1_Gaba-H3K4me1-FemaleB,102000,262,1272717
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K4me1-FemaleA,127749,920,3451042
215_SNc_VTA_RAmb_Foxa1_Dopa-H3K4me1-FemaleB,175317,823,4144246
216_MB_MY_Tph2_Glut_Sero-H3K4me1-FemaleA,54106,121,418513
